Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
3471,22.1,4.3,3.4,29.8,33.6
3472,23.4,4.3,3.4,31.1,32.2
3473,26.3,4.4,3.5,34.2,29.2
3474,30.4,4.3,3.5,38.1,26.2
3475,37.3,4.3,3.4,45.0,22.2
3476,33.2,4.4,3.5,41.1,24.3
3477,37.5,4.7,3.4,45.6,21.9
3478,33.8,4.6,3.4,41.8,23.9
3479,31.4,4.6,3.4,39.4,25.4
3480,23.5,4.6,3.4,31.4,31.8
3481,23.7,4.6,3.4,31.7,31.6
3482,23.1,4.6,3.4,31.1,32.2
3483,22.5,4.7,3.4,30.6,32.7
3484,22.8,4.6,3.4,30.8,32.4
3485,22.8,4.6,3.4,30.8,32.4
3486,23.3,4.6,3.4,31.3,32.0
3487,22.5,4.7,3.4,30.5,32.7
3488,21.8,4.2,3.4,29.4,34.0
3489,22.7,4.4,3.4,30.5,32.7
3490,24.1,4.7,3.4,32.2,31.0
3491,23.7,4.7,3.4,31.7,31.5
3492,23.0,4.6,3.4,31.1,32.2
3493,22.9,4.6,3.4,30.9,32.3
3494,21.5,4.3,3.4,29.2,34.2
3495,24.4,4.7,3.4,32.5,30.8
3496,23.0,4.7,3.4,31.1,32.2
3497,23.5,4.6,3.5,31.6,31.7
3498,22.5,4.6,3.4,30.4,32.9
3499,22.1,4.3,3.4,29.8,33.5
3500,23.6,4.3,3.4,31.3,31.9
3501,24.5,4.7,3.4,32.6,30.7
3502,22.6,4.6,3.4,30.6,32.7
3503,22.2,4.3,3.5,30.0,33.3
3504,23.8,4.7,3.5,32.0,31.3
3505,24.1,4.6,3.4,32.1,31.1
3506,22.4,4.7,3.5,30.6,32.7
3507,28.5,4.8,3.4,36.7,27.3
3508,30.7,4.7,3.5,38.8,25.8
3509,33.6,4.3,3.4,41.4,24.2
3510,24.1,4.6,3.4,32.0,31.2
3511,23.1,4.7,3.4,31.1,32.1
3512,23.6,4.7,3.4,31.7,31.6
3513,22.5,4.6,3.4,30.5,32.8
3514,21.2,4.3,3.4,29.0,34.5
3515,23.3,4.3,3.4,31.0,32.3
3516,23.7,4.3,3.4,31.4,31.9
3517,24.4,4.6,3.4,32.5,30.8
3518,21.7,4.3,3.4,29.4,34.0
3519,25.0,4.6,3.4,33.0,30.3
3520,23.2,4.6,3.4,31.2,32.1
3521,22.3,4.6,3.4,30.4,32.9
3522,22.5,4.3,3.4,30.2,33.1
3523,23.5,4.3,3.4,31.2,32.0
3524,23.5,4.3,3.4,31.1,32.2
3525,23.2,4.3,3.4,30.9,32.4
3526,23.8,4.3,3.4,31.5,31.7
3527,23.3,4.6,3.4,31.3,32.0
3528,22.1,4.7,3.4,30.1,33.2
3529,23.9,4.7,3.4,31.9,31.3
3530,23.4,4.8,3.4,31.5,31.7
3531,23.4,4.7,3.4,31.6,31.7
3532,23.8,4.7,3.4,31.9,31.3
3533,21.6,4.4,3.5,29.5,34.0
3534,29.5,4.4,3.5,37.4,26.8
3535,30.1,4.4,3.5,38.0,26.3
3536,36.0,4.3,3.4,43.7,22.9
3537,38.2,4.4,3.5,46.1,21.7
3538,26.6,4.3,3.4,34.3,29.1
3539,40.3,4.7,3.4,48.3,20.7
3540,22.3,4.3,3.4,30.1,33.3
